STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,SIZE_CLASS,Employment size class,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,UNIT_MULT,Unit multiplier,TIME_HORIZON_USE,Time horizon,DECIMALS,Decimals,BREAKDOWN_V7,V7 Breakdowns
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,12.975200000000001,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,DEU,Germany,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,9.3216,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GRC,Greece,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,5.1947,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,HUN,Hungary,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,4.2368999999999994,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,IRL,Ireland,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,7.176100000000001,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,ITA,Italy,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,4.9383,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,LVA,Latvia,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,4.1401,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,LTU,Lithuania,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,4.8263,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,LUX,Luxembourg,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,16.1672,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,NLD,Netherlands,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,11.4964,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,NOR,Norway,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,8.351500000000001,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,POL,Poland,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,2.8631,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,PRT,Portugal,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,8.7443,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,SVK,Slovak Republic,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,6.0672,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,SVN,Slovenia,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,12.3354,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,ESP,Spain,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,8.6752,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,TUR,Türkiye,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,5.9938,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,6.7813,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,BGR,Bulgaria,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,2.5458000000000003,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,HRV,Croatia,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,6.6978,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,ROU,Romania,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,C,Manufacturing,S_GE10,10 or more,2023,,1.3413,,A,Normal value,,,,,0,Units,,,2,Two,MAN,MAN
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,AUT,Austria,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,8.312100000000001,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,BEL,Belgium,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,14.9361,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,CZE,Czechia,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,4.4179,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,DNK,Denmark,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,15.159,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EST,Estonia,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,5.607,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,8.371,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,DEU,Germany,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,7.0462,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GRC,Greece,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,5.913,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,HUN,Hungary,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,2.2268,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,IRL,Ireland,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,6.068,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,ITA,Italy,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,3.4547000000000003,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,LVA,Latvia,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,4.1005,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,LTU,Lithuania,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,4.97,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,LUX,Luxembourg,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,10.0389,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,NLD,Netherlands,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,8.2668,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,NOR,Norway,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,5.3755999999999995,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,POL,Poland,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,1.8350000000000002,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,PRT,Portugal,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,8.2632,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,SVK,Slovak Republic,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,3.315,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,SVN,Slovenia,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,7.4971,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,ESP,Spain,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,H,Transportation and storage,S_GE10,10 or more,2023,,7.0417,,A,Normal value,,,,,0,Units,,,2,Two,TRA,TRA
